FrameNumber,Kanji,Keyword,LastReview,ExpireDate,LeitnerBox,FailCount,PassCount
336,"景","scenery",2019-10-08 17:00:26,2019-11-25,6,0,5
337,"鯨","whale",2019-10-08 17:10:51,2019-12-06,6,0,5
338,"舎","cottage",2019-10-09 14:18:03,2019-11-28,6,0,5
339,"周","circumference",2019-10-08 17:06:35,2019-12-08,6,0,5
340,"週","week",2019-10-09 14:12:15,2019-12-06,6,1,6
341,"士","gentleman",2019-10-08 14:41:18,2019-11-16,5,1,4
342,"吉","good luck",2019-10-08 16:44:12,2019-12-07,6,0,5
343,"壮","robust",2019-11-02 05:49:43,2019-12-02,5,3,8
344,"荘","villa",2019-11-01 03:35:13,2019-11-24,5,4,8
345,"売","sell",2019-10-09 14:01:04,2019-11-27,6,1,5
346,"学","study",2019-11-06 02:29:06,2019-11-12,3,0,2
347,"覚","memorize",2019-11-06 02:32:19,2019-11-12,3,0,2
348,"栄","flourish",2019-11-04 02:52:03,2019-11-11,3,0,2
349,"書","write",2019-11-04 02:52:03,2019-11-13,3,0,2
350,"津","haven",2019-11-05 02:36:25,2019-11-13,3,0,2
351,"牧","breed",2019-11-06 02:32:19,2019-11-12,3,0,2
352,"攻","aggression",2019-11-05 02:36:25,2019-11-13,3,0,2
353,"敗","failure",2019-11-05 02:36:25,2019-11-12,3,0,2
354,"枚","a sheet of",2019-11-04 02:57:55,2019-11-10,3,0,2
355,"故","happenstance",2019-11-04 02:52:03,2019-11-11,3,0,2
356,"敬","awe",2019-11-04 02:50:32,2019-11-13,3,1,2
357,"言","say",2019-11-04 02:55:33,2019-11-11,3,0,2
358,"警","admonish",2019-11-06 02:33:01,2019-11-15,3,1,2
359,"計","plot",2019-11-06 02:30:37,2019-11-13,3,0,2
360,"詮","elucidate",2019-11-06 02:33:01,2019-11-15,3,0,2
361,"獄","prison",2019-11-06 02:26:23,2019-11-12,3,1,2
362,"訂","revise",2019-11-06 02:30:37,2019-11-15,3,0,2
363,"訃","obituary",2019-11-09 09:21:33,2019-11-17,3,1,3
364,"討","chastise",2019-11-04 02:50:32,2019-11-11,3,0,2
365,"訓","instruction",2019-11-06 02:32:19,2019-11-12,3,0,2
366,"詔","imperial edict",2019-11-06 02:32:19,2019-11-15,3,0,2
367,"詰","packed",2019-11-09 09:33:58,2019-11-24,4,0,3
368,"話","tale",2019-11-04 02:55:33,2019-11-10,3,0,2
369,"詠","recitation",2019-11-05 02:32:53,2019-11-13,3,0,2
370,"詩","poem",2019-11-05 02:32:53,2019-11-13,3,0,2
371,"語","word",2019-11-09 09:41:38,2019-11-21,4,0,3
372,"読","read",2019-11-04 02:55:33,2019-11-11,3,0,2
373,"調","tune",2019-11-04 02:50:32,2019-11-10,3,0,2
374,"談","discuss",2019-11-04 02:52:03,2019-11-10,3,0,2
375,"諾","consent",2019-11-05 03:05:43,2019-11-13,3,0,2
376,"諭","rebuke",2019-11-05 02:32:53,2019-11-13,3,0,2
377,"式","style",2019-11-04 02:49:29,2019-11-12,3,0,2
378,"試","test",2019-11-09 09:41:38,2019-11-20,4,0,3
379,"弐","II (two)",2019-11-06 02:29:06,2019-11-14,3,1,2
380,"域","range",2019-11-09 09:23:10,2019-11-17,3,2,3
381,"賊","burglar",2019-11-09 09:43:17,2019-11-16,3,2,3
382,"栽","plantation",2019-11-06 02:26:23,2019-11-13,3,0,2
383,"載","load",2019-11-05 02:29:29,2019-11-14,3,1,2
384,"茂","overgrown",2019-11-06 02:26:23,2019-11-11,3,0,2
385,"戚","relatives",2019-11-06 02:30:37,2019-11-13,3,0,2
386,"成","turn into",2019-11-06 02:30:37,2019-11-11,3,0,2
387,"城","castle",2019-11-05 02:36:25,2019-11-10,3,0,2
388,"誠","sincerity",2019-11-05 02:37:49,2019-11-13,3,0,2
389,"威","intimidate",2019-11-09 09:43:17,2019-11-15,3,1,3
390,"滅","destroy",2019-11-09 09:28:14,2019-11-15,3,1,3
391,"減","dwindle",2019-11-05 02:31:38,2019-11-14,3,0,2
392,"蔑","revile",2019-11-04 02:54:04,2019-11-13,3,0,2
393,"桟","scaffold",2019-11-09 09:33:39,2019-11-15,3,1,3
394,"銭","coin",2019-11-05 02:32:53,2019-11-14,3,0,2
395,"浅","shallow",2019-11-06 02:29:06,2019-11-15,3,0,2
396,"止","stop",2019-11-06 02:45:49,2019-11-15,3,0,2
397,"歩","walk",2019-11-05 03:05:43,2019-11-14,3,0,2
398,"渉","ford",2019-11-07 02:57:19,2019-11-15,3,0,2
399,"頻","repeatedly",2019-11-07 03:08:53,2019-11-10,2,1,2
400,"肯","agreement",2019-11-05 03:05:43,2019-11-12,3,0,2
401,"企","undertake",2019-11-05 03:05:43,2019-11-14,3,0,2
402,"歴","curriculum",2019-11-07 03:05:51,2019-11-12,3,0,2
403,"武","warrior",2019-11-05 02:33:40,2019-11-13,3,0,2
404,"賦","levy",2019-11-07 03:07:22,2019-11-16,3,2,3
405,"正","correct",2019-11-06 02:32:19,2019-11-13,3,0,2
406,"証","evidence",2019-11-07 03:03:59,2019-11-14,3,0,2
407,"政","politics",2019-11-07 03:03:59,2019-11-15,3,0,2
408,"定","determine",2019-11-07 03:07:22,2019-11-16,3,0,2
409,"錠","lock",2019-11-07 03:08:53,2019-11-11,2,1,2
410,"走","run",2019-11-05 02:32:53,2019-11-11,3,0,2
411,"超","transcend",2019-11-05 02:31:38,2019-11-10,3,0,2
412,"赴","proceed",2019-11-05 02:33:40,2019-11-10,3,0,2
413,"越","surpass",2019-11-07 03:03:59,2019-11-14,3,1,3
414,"是","just so",2019-11-07 03:05:51,2019-11-15,3,0,2
415,"題","topic",2019-11-07 02:57:19,2019-11-14,3,0,2
416,"堤","dike",2019-11-07 03:07:22,2019-11-14,3,0,2
417,"建","build",2019-11-07 02:57:19,2019-11-15,3,0,2
418,"鍵","key",2019-11-05 02:33:40,2019-11-12,3,0,2
419,"延","prolong",2019-11-06 02:30:37,2019-11-13,3,0,2
420,"誕","nativity",2019-11-07 03:08:07,2019-11-11,2,2,2
421,"礎","cornerstone",2019-11-06 02:30:37,2019-11-13,3,0,2
422,"婿","bridegroom",2019-11-09 09:31:58,2019-11-16,3,1,2
423,"衣","garment",2019-11-07 02:59:19,2019-11-15,3,0,2
424,"裁","tailor",2019-11-07 03:05:51,2019-11-16,3,0,2
425,"装","attire",2019-11-09 09:37:49,2019-11-12,2,1,2
426,"裏","back",2019-11-07 02:59:19,2019-11-14,3,0,2
427,"壊","demolition",2019-11-09 09:43:17,2019-11-15,3,1,3
428,"哀","pathetic",2019-11-07 03:05:51,2019-11-15,3,0,2
429,"遠","distant",2019-11-09 09:37:49,2019-11-13,2,1,2
430,"猿","monkey",2019-11-09 09:44:35,2019-11-11,2,2,3
431,"初","first time",2019-11-09 09:37:49,2019-11-12,2,1,2
432,"巾","towel",2019-11-09 09:21:33,2019-11-17,3,0,2
433,"布","linen",2019-11-07 02:59:19,2019-11-14,3,0,2
434,"帆","sail",2019-11-07 03:00:51,2019-11-12,3,0,2
435,"幅","hanging scroll",2019-11-09 09:23:10,2019-11-16,3,0,2
436,"帽","cap",2019-11-06 02:33:01,2019-11-15,3,0,2
437,"幕","curtain",2019-11-09 09:31:58,2019-11-18,3,0,2
438,"幌","canopy",2019-11-09 09:37:49,2019-11-12,2,1,2
439,"錦","brocade",2019-11-09 09:18:43,2019-11-15,3,0,2
440,"市","market",2019-11-09 09:29:40,2019-11-16,3,0,2
441,"柿","persimmon",2019-11-06 02:32:19,2019-11-13,3,0,2
442,"姉","elder sister",2019-11-06 02:45:49,2019-11-13,3,0,2
443,"肺","lungs",2019-11-09 09:37:49,2019-11-11,2,1,2
444,"帯","sash",2019-11-09 09:31:58,2019-11-14,3,0,2
445,"滞","stagnate",2019-11-07 03:08:53,2019-11-11,2,1,2
446,"刺","thorn",2019-11-07 03:07:22,2019-11-15,3,0,2
447,"制","system",2019-11-07 02:59:19,2019-11-12,3,0,2
448,"製","made in...",2019-11-06 02:30:37,2019-11-14,3,0,2
449,"転","revolve",2019-11-06 02:29:06,2019-11-13,3,0,2
450,"芸","technique",2019-11-07 03:08:53,2019-11-10,2,1,2
451,"雨","rain",2019-11-07 02:59:19,2019-11-16,3,0,2
452,"雲","cloud",2019-11-09 09:33:39,2019-11-15,3,0,2
453,"曇","cloudy weather",2019-11-07 02:57:19,2019-11-14,3,0,2
454,"雷","thunder",2019-11-07 03:07:22,2019-11-14,3,0,2
455,"霜","frost",2019-11-09 09:21:33,2019-11-14,3,0,2
456,"冬","winter",2019-11-07 03:05:51,2019-11-15,3,0,2
457,"天","heavens",2019-11-09 09:33:39,2019-11-17,3,0,2
458,"妖","bewitched",2019-11-09 09:39:09,2019-11-17,3,0,2
459,"沃","irrigate",2019-11-07 02:59:19,2019-11-15,3,0,2
460,"橋","bridge",2019-11-09 09:28:14,2019-11-14,3,0,2
461,"嬌","attractive",2019-11-09 09:43:17,2019-11-18,3,0,2
462,"立","stand up",2019-11-07 02:57:19,2019-11-12,3,0,2
463,"泣","cry",2019-11-09 09:28:14,2019-11-17,3,0,2
464,"章","badge",2019-11-07 03:00:51,2019-11-14,3,0,2
465,"競","vie",2019-11-09 09:43:17,2019-11-16,3,0,2
466,"帝","sovereign",2019-11-09 09:33:39,2019-11-18,3,0,2
467,"諦","renunciation",2019-11-07 03:08:53,2019-11-11,2,1,2
468,"童","juvenile",2019-11-09 09:29:40,2019-11-18,3,0,2
469,"瞳","pupil",2019-11-09 09:29:40,2019-11-17,3,0,2
470,"鐘","bell",2019-11-09 09:21:33,2019-11-16,3,0,2
471,"商","make a deal",2019-11-07 03:07:22,2019-11-13,3,0,2
472,"嫡","legitimate wife",2019-11-09 09:31:58,2019-11-15,3,0,2
473,"適","suitable",2019-11-09 09:23:10,2019-11-17,3,0,2
474,"滴","drip",2019-11-09 09:23:10,2019-11-15,3,0,2
475,"敵","enemy",2019-11-09 09:23:10,2019-11-14,3,0,2
476,"匕","spoon",2019-11-09 09:44:35,2019-11-12,2,1,2
477,"叱","scold",2019-11-09 09:21:33,2019-11-17,3,0,2
478,"匂","aroma",2019-11-09 09:33:39,2019-11-18,3,1,3
479,"頃","about that time",2019-11-09 09:31:58,2019-11-18,3,0,2
480,"北","north",2019-11-09 09:28:14,2019-11-15,3,0,2
481,"背","stature",2019-11-09 12:39:48,2019-11-12,2,0,1
482,"比","compare",2019-11-09 12:39:48,2019-11-13,2,0,1
483,"昆","descendants",2019-11-09 12:38:54,2019-11-12,2,0,1
484,"皆","all",2019-11-09 12:39:48,2019-11-12,2,0,1
485,"楷","block letters",2019-11-09 12:38:54,2019-11-12,2,0,1
486,"諧","orderliness",2019-11-09 12:38:54,2019-11-10,2,1,0
487,"混","mix",2019-11-09 12:39:48,2019-11-12,2,0,1
488,"渇","thirst",2019-11-09 12:39:48,2019-11-12,2,0,1
489,"謁","audience",2019-11-09 12:39:48,2019-11-13,2,0,1
490,"褐","brown",2019-11-09 12:39:48,2019-11-12,2,0,1
491,"喝","hoarse",2019-11-09 12:39:48,2019-11-13,2,0,1
492,"葛","kudzu",2019-11-09 12:39:48,2019-11-12,2,0,1
493,"旨","delicious",2019-11-09 12:39:48,2019-11-11,2,0,1
494,"脂","fat",2019-11-09 12:40:45,2019-11-11,2,0,1
495,"詣","visit a shrine",2019-11-09 12:40:45,2019-11-11,2,0,1
496,"壱","I (one)",2019-11-09 12:40:45,2019-11-13,2,0,1
497,"毎","every",2019-11-09 12:40:45,2019-11-12,2,0,1
498,"敏","cleverness",2019-11-09 12:40:45,2019-11-12,2,0,1
499,"梅","plum",2019-11-09 12:40:45,2019-11-13,2,0,1
500,"海","sea",2019-10-09 14:14:49,2019-12-01,6,0,5
501,"乞","beg",2019-10-09 14:29:23,2019-11-30,6,0,5
502,"乾","drought",2019-10-08 16:46:05,2019-11-26,6,0,5
503,"腹","abdomen",2019-10-08 16:46:05,2019-11-24,6,0,5
504,"複","duplicate",2019-10-09 14:26:47,2019-11-25,6,0,5
505,"欠","lack",2019-10-10 02:38:02,2019-12-07,6,0,5
506,"吹","blow",2019-10-09 14:11:12,2019-12-04,6,0,5
507,"炊","cook",2019-11-04 02:54:04,2019-12-30,6,0,5
508,"歌","song",2019-11-05 02:38:03,2019-12-20,6,0,5
509,"軟","soft",2019-10-09 14:11:12,2019-12-05,6,1,5
510,"次","next",2019-10-31 03:02:32,2019-11-27,5,1,7
511,"茨","briar",2019-10-10 02:42:13,2019-11-30,6,0,5
512,"資","assets",2019-10-08 17:08:28,2019-11-27,6,0,5
513,"姿","figure",2019-10-09 14:04:26,2019-12-07,6,0,5
514,"諮","consult with",2019-10-31 03:04:34,2019-11-28,5,1,8
515,"賠","compensation",2019-10-09 14:28:20,2019-12-04,6,0,5
516,"培","cultivate",2019-11-05 02:38:03,2019-12-21,6,0,5
517,"剖","divide",2019-11-09 09:21:33,2019-12-02,5,5,11
518,"音","sound",2019-10-09 14:10:07,2019-11-24,6,0,5
519,"暗","darkness",2019-10-12 13:16:33,2019-11-30,6,0,5
520,"韻","rhyme",2019-10-08 17:08:28,2019-11-27,6,0,5
521,"識","discriminating",2019-10-08 17:02:38,2019-11-26,6,0,5
522,"鏡","mirror",2019-10-08 17:13:56,2019-11-27,6,0,5
523,"境","boundary",2019-11-06 01:50:10,2019-11-14,3,1,6
524,"亡","deceased",2019-10-11 02:37:33,2019-12-09,6,0,5
525,"盲","blind",2019-10-31 03:08:00,2019-11-23,5,1,7
526,"妄","delusion",2019-10-30 03:29:04,2019-12-15,6,0,5
527,"荒","laid waste",2019-10-09 14:08:26,2019-11-28,6,0,5
528,"望","ambition",2019-10-31 03:03:32,2019-11-27,5,2,8
529,"方","direction",2019-10-20 05:32:56,2019-12-14,6,0,5
530,"妨","disturb",2019-11-09 09:43:17,2019-11-20,4,3,10
531,"坊","boy",2019-10-10 02:40:08,2019-12-07,6,0,5
532,"芳","perfumed",2019-11-04 02:55:33,2019-11-26,5,1,8
533,"肪","obese",2019-10-08 17:21:12,2019-12-01,6,0,5
534,"訪","call on",2019-10-08 16:47:16,2019-12-06,6,0,5
535,"放","set free",2019-11-09 09:21:33,2019-11-21,4,2,9
536,"激","violent",2019-10-31 03:05:39,2019-11-22,5,1,8
537,"脱","undress",2019-10-09 14:18:03,2019-12-07,6,0,5
538,"説","explanation",2019-11-01 03:21:01,2019-11-24,5,1,8
539,"鋭","pointed",2019-10-09 14:08:26,2019-12-08,6,0,5
540,"曽","formerly",2019-10-09 14:03:03,2019-11-23,6,0,5
541,"増","increase",2019-10-08 17:13:56,2019-11-26,6,0,5
542,"贈","presents",2019-10-09 14:08:26,2019-12-04,6,0,5
543,"東","east",2019-10-10 02:42:13,2019-12-02,6,0,5
544,"棟","ridgepole",2019-11-01 03:33:31,2019-12-29,6,0,5
545,"凍","frozen",2019-11-01 03:21:01,2019-12-29,6,0,5
546,"妊","pregnancy",2019-10-12 13:20:10,2019-12-07,6,0,5
547,"廷","courts",2019-11-03 03:25:37,2019-12-22,6,0,5
548,"染","dye",2019-10-30 03:30:20,2019-12-20,6,0,5
549,"燃","burn",2019-10-19 10:51:49,2019-11-13,5,1,6
550,"賓","V.I.P.",2019-10-31 12:56:41,2019-11-28,5,1,7
551,"歳","year-end",2019-10-10 02:40:08,2019-12-01,6,0,5
552,"県","prefecture",2019-10-12 13:20:10,2019-12-11,6,0,5
553,"栃","horse chestnut",2019-10-28 03:50:00,2019-11-19,5,2,7
554,"地","ground",2019-10-30 03:29:04,2019-11-14,4,3,7
555,"池","pond",2019-10-09 14:29:23,2019-12-01,6,0,5
556,"虫","insect",2019-10-09 14:14:49,2019-11-24,6,0,5
557,"蛍","lightning bug",2019-10-08 17:21:12,2019-11-30,6,0,5
558,"蛇","snake",2019-11-01 03:22:11,2019-12-25,6,0,5
559,"虹","rainbow",2019-11-07 03:07:22,2019-11-13,3,3,9
560,"蝶","butterfly",2019-10-11 02:38:37,2019-11-26,6,0,5
561,"独","single",2019-10-08 16:46:05,2019-11-22,6,0,5
562,"蚕","silkworm",2019-10-31 03:16:15,2019-12-29,6,0,5
563,"風","wind",2019-11-05 02:32:53,2019-12-24,6,1,5
564,"己","self",2019-10-31 03:02:32,2019-12-29,6,1,5
565,"起","rouse",2019-10-08 16:46:06,2019-11-23,6,0,5
566,"妃","queen",2019-10-08 16:58:39,2019-11-26,6,0,5
567,"改","reformation",2019-10-09 14:18:02,2019-11-28,6,0,5
568,"記","scribe",2019-11-05 02:36:25,2019-12-26,6,0,5
569,"包","wrap",2019-11-02 05:46:27,2019-11-28,5,1,7
570,"胞","placenta",2019-10-08 17:06:35,2019-12-04,6,0,5
571,"砲","cannon",2019-10-08 16:44:12,2019-11-28,6,0,5
572,"泡","bubble",2019-10-09 14:03:03,2019-11-29,6,0,5
573,"亀","tortoise",2019-11-09 09:31:58,2019-12-06,5,1,8
574,"電","electricity",2019-10-08 16:47:16,2019-11-27,6,0,5
575,"竜","dragon",2019-10-28 03:47:48,2019-12-28,6,0,5
576,"滝","waterfall",2019-10-09 14:14:49,2019-11-30,6,0,5
577,"豚","pork",2019-11-02 05:47:51,2019-12-28,6,0,5
578,"逐","pursue",2019-10-31 03:11:34,2019-11-22,5,1,7
579,"遂","consummate",2019-10-30 03:29:04,2019-12-22,6,0,5
580,"家","house",2019-10-31 03:02:32,2019-12-30,6,0,5
581,"嫁","marry into",2019-10-31 03:14:19,2019-11-23,5,1,7
582,"豪","overpowering",2019-10-09 14:12:15,2019-12-01,6,0,5
583,"腸","intestines",2019-10-10 02:47:10,2019-12-01,6,0,5
584,"場","location",2019-11-03 03:31:35,2019-12-28,6,0,5
585,"湯","hot water",2019-10-09 14:13:21,2019-11-29,6,0,5
586,"羊","sheep",2019-10-06 13:04:57,2019-11-11,5,0,4
587,"美","beauty",2019-10-11 02:42:14,2019-12-06,6,0,5
588,"洋","ocean",2019-11-03 03:31:35,2019-12-27,6,0,5
589,"詳","detailed",2019-10-09 14:10:07,2019-12-03,6,0,5
590,"鮮","fresh",2019-10-12 13:12:47,2019-12-02,6,0,5
591,"達","accomplished",2019-10-12 13:14:05,2019-12-12,6,0,5
592,"羨","envious",2019-10-08 14:45:13,2019-11-23,6,1,4
593,"差","distinction",2019-10-08 14:45:13,2019-12-04,6,0,5
594,"着","don",2019-10-31 03:05:39,2019-11-25,5,1,7
595,"唯","solely",2019-10-10 02:47:10,2019-11-27,6,0,5
596,"堆","piled high",2019-10-09 14:04:26,2019-11-28,6,0,5
597,"椎","sweet oak",2019-10-09 14:13:21,2019-12-04,6,0,5
598,"誰","who?",2019-11-03 03:30:02,2020-01-03,6,1,7
599,"焦","char",2019-10-12 13:20:10,2019-12-09,6,0,5
600,"礁","reef",2019-10-28 03:47:48,2019-12-22,6,0,5
601,"集","gather",2019-10-12 13:16:33,2019-12-05,6,0,5
602,"准","quasi-",2019-10-11 02:38:37,2019-11-28,6,0,5
603,"進","advance",2019-10-09 14:03:03,2019-12-02,6,0,5
604,"雑","miscellaneous",2019-11-03 03:25:37,2019-11-26,5,1,7
605,"雌","female",2019-11-01 03:22:11,2019-11-24,5,1,8
606,"準","semi-",2019-10-12 13:14:05,2019-11-28,6,0,5
607,"奮","stirred up",2019-11-04 02:50:32,2019-12-04,5,2,8
608,"奪","rob",2019-10-08 17:02:38,2019-11-22,6,0,5
609,"確","assurance",2019-10-30 03:30:20,2019-12-22,6,0,5
610,"午","noon",2019-10-09 14:32:27,2019-12-08,6,0,5
611,"許","permit",2019-10-09 14:29:23,2019-12-01,6,0,5
612,"歓","delight",2019-10-09 14:29:23,2019-12-03,6,0,5
613,"権","authority",2019-11-09 09:29:40,2019-11-17,3,1,6
614,"観","outlook",2019-10-09 14:03:03,2019-12-05,6,0,5
615,"羽","feathers",2019-11-03 03:26:53,2019-12-20,6,0,5
616,"習","learn",2019-10-08 17:21:12,2019-11-25,6,0,5
617,"翌","the following",2019-10-09 14:33:33,2019-12-02,6,0,5
618,"曜","weekday",2019-10-09 14:18:05,2019-12-09,6,0,5
619,"濯","laundry",2019-10-31 12:56:41,2019-12-28,6,0,5
620,"曰","sayeth",2019-11-05 02:31:38,2020-01-23,6,0,5
621,"困","quandary",2019-10-09 14:24:13,2019-11-25,6,0,5
622,"固","harden",2019-10-09 14:01:04,2019-11-26,6,0,5
623,"錮","weld",2019-10-10 02:47:10,2019-11-26,6,0,5
624,"国","country",2019-10-06 12:01:32,2019-11-15,5,0,4
625,"団","group",2019-10-09 14:10:08,2019-12-06,6,0,5
626,"因","cause",2019-10-31 03:14:19,2019-12-25,6,0,5
627,"姻","matrimony",2019-10-08 17:06:35,2019-11-25,6,0,5
628,"咽","windpipe",2019-11-03 03:28:54,2019-12-30,6,0,5
629,"園","park",2019-10-09 14:03:03,2019-11-26,6,0,5
630,"回","-times",2019-10-08 17:00:26,2019-11-22,6,0,5
631,"壇","podium",2019-10-31 03:16:04,2019-11-11,4,2,9
632,"店","store",2019-10-08 17:10:51,2019-12-05,6,0,5
633,"庫","warehouse",2019-10-09 14:29:23,2019-12-03,6,1,5
634,"庭","courtyard",2019-11-02 05:51:50,2019-11-30,5,1,8
635,"庁","government office",2019-10-09 14:01:04,2019-12-02,6,0,5
636,"床","bed",2019-10-08 17:13:56,2019-11-24,6,0,5
637,"麻","hemp",2019-10-20 05:35:04,2019-11-11,5,2,8
638,"磨","grind",2019-10-27 12:12:44,2019-11-20,5,1,7
639,"心","heart",2019-10-22 02:29:01,2019-12-11,6,0,5
640,"忘","forget",2019-10-10 02:44:37,2019-12-07,6,0,5
641,"恣","selfish",2019-10-09 14:16:36,2019-12-03,6,0,5
642,"忍","endure",2019-10-09 14:01:04,2019-11-25,6,0,5
643,"認","acknowledge",2019-10-09 14:16:36,2019-12-08,6,0,5
644,"忌","mourning",2019-11-05 02:36:25,2020-01-02,6,0,5
645,"志","intention",2019-11-09 09:28:14,2019-11-18,3,2,7
646,"誌","document",2019-10-11 02:38:37,2019-12-04,6,0,5
647,"芯","wick",2019-10-11 02:39:51,2019-11-30,6,0,5
648,"忠","loyalty",2019-10-28 03:49:30,2019-12-25,6,0,5
649,"串","shish kebab",2019-10-08 14:35:46,2019-11-13,5,0,4
650,"患","afflicted",2019-11-01 03:35:13,2019-12-31,6,0,5
651,"思","think",2019-11-02 05:46:27,2019-12-30,6,0,5
652,"恩","grace",2019-11-07 03:07:22,2019-11-16,3,1,6
653,"応","apply",2019-10-30 03:29:04,2019-12-18,6,0,5
654,"意","idea",2019-11-04 02:54:04,2019-11-12,3,2,8
655,"臆","cowardice",2019-10-11 02:41:28,2019-12-01,6,0,5
656,"想","concept",2019-11-09 09:21:33,2019-11-14,3,2,6
657,"息","breath",2019-10-12 13:17:54,2019-12-06,6,0,5
658,"憩","recess",2019-10-31 03:02:32,2019-11-28,5,1,8
659,"恵","favor",2019-10-31 03:08:00,2019-11-30,5,2,8
660,"恐","fear",2019-10-31 03:03:32,2019-12-21,6,1,6
661,"惑","beguile",2019-11-01 03:21:01,2019-11-27,5,2,8
662,"感","emotion",2019-11-02 05:51:02,2019-12-29,6,0,5
663,"憂","melancholy",2019-11-09 09:28:14,2019-11-23,4,4,7
664,"寡","widow",2019-10-27 11:53:40,2019-11-10,4,1,7
665,"忙","busy",2019-10-30 03:30:20,2019-12-18,6,0,5
666,"悦","ecstasy",2019-10-09 14:32:27,2019-11-28,6,0,5
667,"恒","constancy",2019-11-05 02:37:49,2019-12-29,6,0,5
